Committee Number,Date,Knesset Number,Number Of Male Participants,Number Of Female Participants,Number Of Words Spoken By Males,Number Of Words Spoken By Females,Participants,Json,Participant English Name,Participant Gender,Participant Spoken Words, Json File Name
273,11/28/2005,16,10,1,1158,0,"['Bar-On Ronnie', 'Galon Zehava', 'Chayne Reshef', 'Cohen Yitzhak', 'Margi Yakov', 'Sneh Ephraim', 'Sa`ar Gideon', 'Poraz Avraham', 'Porush Meir', 'Shalgi Ilan', 'Sharon Omri']","{'Bar-On Ronnie': 1051, 'Galon Zehava': 0, 'Chayne Reshef': 38, 'Cohen Yitzhak': 0, 'Margi Yakov': 0, 'Sneh Ephraim': 1, 'Sa`ar Gideon': 60, 'Poraz Avraham': 0, 'Porush Meir': 8, 'Shalgi Ilan': 0, 'Sharon Omri': 0}",Poraz Avraham,Male,0,16_ptv_71620.json,
273,11/28/2005,16,10,1,1158,0,"['Bar-On Ronnie', 'Galon Zehava', 'Chayne Reshef', 'Cohen Yitzhak', 'Margi Yakov', 'Sneh Ephraim', 'Sa`ar Gideon', 'Poraz Avraham', 'Porush Meir', 'Shalgi Ilan', 'Sharon Omri']","{'Bar-On Ronnie': 1051, 'Galon Zehava': 0, 'Chayne Reshef': 38, 'Cohen Yitzhak': 0, 'Margi Yakov': 0, 'Sneh Ephraim': 1, 'Sa`ar Gideon': 60, 'Poraz Avraham': 0, 'Porush Meir': 8, 'Shalgi Ilan': 0, 'Sharon Omri': 0}",Porush Meir,Male,8,16_ptv_71620.json,
273,11/28/2005,16,10,1,1158,0,"['Bar-On Ronnie', 'Galon Zehava', 'Chayne Reshef', 'Cohen Yitzhak', 'Margi Yakov', 'Sneh Ephraim', 'Sa`ar Gideon', 'Poraz Avraham', 'Porush Meir', 'Shalgi Ilan', 'Sharon Omri']","{'Bar-On Ronnie': 1051, 'Galon Zehava': 0, 'Chayne Reshef': 38, 'Cohen Yitzhak': 0, 'Margi Yakov': 0, 'Sneh Ephraim': 1, 'Sa`ar Gideon': 60, 'Poraz Avraham': 0, 'Porush Meir': 8, 'Shalgi Ilan': 0, 'Sharon Omri': 0}",Shalgi Ilan,Male,0,16_ptv_71620.json,
273,11/28/2005,16,10,1,1158,0,"['Bar-On Ronnie', 'Galon Zehava', 'Chayne Reshef', 'Cohen Yitzhak', 'Margi Yakov', 'Sneh Ephraim', 'Sa`ar Gideon', 'Poraz Avraham', 'Porush Meir', 'Shalgi Ilan', 'Sharon Omri']","{'Bar-On Ronnie': 1051, 'Galon Zehava': 0, 'Chayne Reshef': 38, 'Cohen Yitzhak': 0, 'Margi Yakov': 0, 'Sneh Ephraim': 1, 'Sa`ar Gideon': 60, 'Poraz Avraham': 0, 'Porush Meir': 8, 'Shalgi Ilan': 0, 'Sharon Omri': 0}",Sharon Omri,Male,0,16_ptv_71620.json,
274,11/29/2005,16,3,0,50,0,"['Bar-On Ronnie', 'Chayne Reshef', 'Eitan Michael']","{'Bar-On Ronnie': 50, 'Chayne Reshef': 0, 'Eitan Michael': 0}",Bar-On Ronnie,Male,50,16_ptv_71621.json,
274,11/29/2005,16,3,0,50,0,"['Bar-On Ronnie', 'Chayne Reshef', 'Eitan Michael']","{'Bar-On Ronnie': 50, 'Chayne Reshef': 0, 'Eitan Michael': 0}",Chayne Reshef,Male,0,16_ptv_71621.json,
274,11/29/2005,16,3,0,50,0,"['Bar-On Ronnie', 'Chayne Reshef', 'Eitan Michael']","{'Bar-On Ronnie': 50, 'Chayne Reshef': 0, 'Eitan Michael': 0}",Eitan Michael,Male,0,16_ptv_71621.json,
275,11/30/2005,16,18,0,4142,0,"['Bar-On Ronnie', 'Eldad Arieh', 'Benlolo Daniel', 'Brison Ronny A.', 'Gorlovsky Michael', 'Hendel Zvi', 'Vilan Avshalom', 'Zeev Nissim', 'Chayne Reshef', 'Tibi Ahmad', 'Tal David', 'Yahalom Shaul', 'Melchior Michael', 'Sneh Ephraim', 'Sa`ar Gideon', 'Porush Meir', 'Kara Ayoob', 'Sharon Omri']","{'Bar-On Ronnie': 1565, 'Eldad Arieh': 382, 'Benlolo Daniel': 15, 'Brison Ronny A.': 0, 'Gorlovsky Michael': 6, 'Hendel Zvi': 304, 'Vilan Avshalom': 30, 'Zeev Nissim': 195, 'Chayne Reshef': 806, 'Tibi Ahmad': 0, 'Tal David': 0, 'Yahalom Shaul': 0, 'Melchior Michael': 292, 'Sneh Ephraim': 37, 'Sa`ar Gideon': 286, 'Porush Meir': 50, 'Kara Ayoob': 6, 'Sharon Omri': 168}",Bar-On Ronnie,Male,1565,16_ptv_71627.json,
275,11/30/2005,16,18,0,4142,0,"['Bar-On Ronnie', 'Eldad Arieh', 'Benlolo Daniel', 'Brison Ronny A.', 'Gorlovsky Michael', 'Hendel Zvi', 'Vilan Avshalom', 'Zeev Nissim', 'Chayne Reshef', 'Tibi Ahmad', 'Tal David', 'Yahalom Shaul', 'Melchior Michael', 'Sneh Ephraim', 'Sa`ar Gideon', 'Porush Meir', 'Kara Ayoob', 'Sharon Omri']","{'Bar-On Ronnie': 1565, 'Eldad Arieh': 382, 'Benlolo Daniel': 15, 'Brison Ronny A.': 0, 'Gorlovsky Michael': 6, 'Hendel Zvi': 304, 'Vilan Avshalom': 30, 'Zeev Nissim': 195, 'Chayne Reshef': 806, 'Tibi Ahmad': 0, 'Tal David': 0, 'Yahalom Shaul': 0, 'Melchior Michael': 292, 'Sneh Ephraim': 37, 'Sa`ar Gideon': 286, 'Porush Meir': 50, 'Kara Ayoob': 6, 'Sharon Omri': 168}",Eldad Arieh,Male,382,16_ptv_71627.json,
275,11/30/2005,16,18,0,4142,0,"['Bar-On Ronnie', 'Eldad Arieh', 'Benlolo Daniel', 'Brison Ronny A.', 'Gorlovsky Michael', 'Hendel Zvi', 'Vilan Avshalom', 'Zeev Nissim', 'Chayne Reshef', 'Tibi Ahmad', 'Tal David', 'Yahalom Shaul', 'Melchior Michael', 'Sneh Ephraim', 'Sa`ar Gideon', 'Porush Meir', 'Kara Ayoob', 'Sharon Omri']","{'Bar-On Ronnie': 1565, 'Eldad Arieh': 382, 'Benlolo Daniel': 15, 'Brison Ronny A.': 0, 'Gorlovsky Michael': 6, 'Hendel Zvi': 304, 'Vilan Avshalom': 30, 'Zeev Nissim': 195, 'Chayne Reshef': 806, 'Tibi Ahmad': 0, 'Tal David': 0, 'Yahalom Shaul': 0, 'Melchior Michael': 292, 'Sneh Ephraim': 37, 'Sa`ar Gideon': 286, 'Porush Meir': 50, 'Kara Ayoob': 6, 'Sharon Omri': 168}",Benlolo Daniel,Male,15,16_ptv_71627.json,
275,11/30/2005,16,18,0,4142,0,"['Bar-On Ronnie', 'Eldad Arieh', 'Benlolo Daniel', 'Brison Ronny A.', 'Gorlovsky Michael', 'Hendel Zvi', 'Vilan Avshalom', 'Zeev Nissim', 'Chayne Reshef', 'Tibi Ahmad', 'Tal David', 'Yahalom Shaul', 'Melchior Michael', 'Sneh Ephraim', 'Sa`ar Gideon', 'Porush Meir', 'Kara Ayoob', 'Sharon Omri']","{'Bar-On Ronnie': 1565, 'Eldad Arieh': 382, 'Benlolo Daniel': 15, 'Brison Ronny A.': 0, 'Gorlovsky Michael': 6, 'Hendel Zvi': 304, 'Vilan Avshalom': 30, 'Zeev Nissim': 195, 'Chayne Reshef': 806, 'Tibi Ahmad': 0, 'Tal David': 0, 'Yahalom Shaul': 0, 'Melchior Michael': 292, 'Sneh Ephraim': 37, 'Sa`ar Gideon': 286, 'Porush Meir': 50, 'Kara Ayoob': 6, 'Sharon Omri': 168}",Brison Ronny A.,Male,0,16_ptv_71627.json,
275,11/30/2005,16,18,0,4142,0,"['Bar-On Ronnie', 'Eldad Arieh', 'Benlolo Daniel', 'Brison Ronny A.', 'Gorlovsky Michael', 'Hendel Zvi', 'Vilan Avshalom', 'Zeev Nissim', 'Chayne Reshef', 'Tibi Ahmad', 'Tal David', 'Yahalom Shaul', 'Melchior Michael', 'Sneh Ephraim', 'Sa`ar Gideon', 'Porush Meir', 'Kara Ayoob', 'Sharon Omri']","{'Bar-On Ronnie': 1565, 'Eldad Arieh': 382, 'Benlolo Daniel': 15, 'Brison Ronny A.': 0, 'Gorlovsky Michael': 6, 'Hendel Zvi': 304, 'Vilan Avshalom': 30, 'Zeev Nissim': 195, 'Chayne Reshef': 806, 'Tibi Ahmad': 0, 'Tal David': 0, 'Yahalom Shaul': 0, 'Melchior Michael': 292, 'Sneh Ephraim': 37, 'Sa`ar Gideon': 286, 'Porush Meir': 50, 'Kara Ayoob': 6, 'Sharon Omri': 168}",Gorlovsky Michael,Male,6,16_ptv_71627.json,
275,11/30/2005,16,18,0,4142,0,"['Bar-On Ronnie', 'Eldad Arieh', 'Benlolo Daniel', 'Brison Ronny A.', 'Gorlovsky Michael', 'Hendel Zvi', 'Vilan Avshalom', 'Zeev Nissim', 'Chayne Reshef', 'Tibi Ahmad', 'Tal David', 'Yahalom Shaul', 'Melchior Michael', 'Sneh Ephraim', 'Sa`ar Gideon', 'Porush Meir', 'Kara Ayoob', 'Sharon Omri']","{'Bar-On Ronnie': 1565, 'Eldad Arieh': 382, 'Benlolo Daniel': 15, 'Brison Ronny A.': 0, 'Gorlovsky Michael': 6, 'Hendel Zvi': 304, 'Vilan Avshalom': 30, 'Zeev Nissim': 195, 'Chayne Reshef': 806, 'Tibi Ahmad': 0, 'Tal David': 0, 'Yahalom Shaul': 0, 'Melchior Michael': 292, 'Sneh Ephraim': 37, 'Sa`ar Gideon': 286, 'Porush Meir': 50, 'Kara Ayoob': 6, 'Sharon Omri': 168}",Hendel Zvi,Male,304,16_ptv_71627.json,
275,11/30/2005,16,18,0,4142,0,"['Bar-On Ronnie', 'Eldad Arieh', 'Benlolo Daniel', 'Brison Ronny A.', 'Gorlovsky Michael', 'Hendel Zvi', 'Vilan Avshalom', 'Zeev Nissim', 'Chayne Reshef', 'Tibi Ahmad', 'Tal David', 'Yahalom Shaul', 'Melchior Michael', 'Sneh Ephraim', 'Sa`ar Gideon', 'Porush Meir', 'Kara Ayoob', 'Sharon Omri']","{'Bar-On Ronnie': 1565, 'Eldad Arieh': 382, 'Benlolo Daniel': 15, 'Brison Ronny A.': 0, 'Gorlovsky Michael': 6, 'Hendel Zvi': 304, 'Vilan Avshalom': 30, 'Zeev Nissim': 195, 'Chayne Reshef': 806, 'Tibi Ahmad': 0, 'Tal David': 0, 'Yahalom Shaul': 0, 'Melchior Michael': 292, 'Sneh Ephraim': 37, 'Sa`ar Gideon': 286, 'Porush Meir': 50, 'Kara Ayoob': 6, 'Sharon Omri': 168}",Vilan Avshalom,Male,30,16_ptv_71627.json,
275,11/30/2005,16,18,0,4142,0,"['Bar-On Ronnie', 'Eldad Arieh', 'Benlolo Daniel', 'Brison Ronny A.', 'Gorlovsky Michael', 'Hendel Zvi', 'Vilan Avshalom', 'Zeev Nissim', 'Chayne Reshef', 'Tibi Ahmad', 'Tal David', 'Yahalom Shaul', 'Melchior Michael', 'Sneh Ephraim', 'Sa`ar Gideon', 'Porush Meir', 'Kara Ayoob', 'Sharon Omri']","{'Bar-On Ronnie': 1565, 'Eldad Arieh': 382, 'Benlolo Daniel': 15, 'Brison Ronny A.': 0, 'Gorlovsky Michael': 6, 'Hendel Zvi': 304, 'Vilan Avshalom': 30, 'Zeev Nissim': 195, 'Chayne Reshef': 806, 'Tibi Ahmad': 0, 'Tal David': 0, 'Yahalom Shaul': 0, 'Melchior Michael': 292, 'Sneh Ephraim': 37, 'Sa`ar Gideon': 286, 'Porush Meir': 50, 'Kara Ayoob': 6, 'Sharon Omri': 168}",Zeev Nissim,Male,195,16_ptv_71627.json,
275,11/30/2005,16,18,0,4142,0,"['Bar-On Ronnie', 'Eldad Arieh', 'Benlolo Daniel', 'Brison Ronny A.', 'Gorlovsky Michael', 'Hendel Zvi', 'Vilan Avshalom', 'Zeev Nissim', 'Chayne Reshef', 'Tibi Ahmad', 'Tal David', 'Yahalom Shaul', 'Melchior Michael', 'Sneh Ephraim', 'Sa`ar Gideon', 'Porush Meir', 'Kara Ayoob', 'Sharon Omri']","{'Bar-On Ronnie': 1565, 'Eldad Arieh': 382, 'Benlolo Daniel': 15, 'Brison Ronny A.': 0, 'Gorlovsky Michael': 6, 'Hendel Zvi': 304, 'Vilan Avshalom': 30, 'Zeev Nissim': 195, 'Chayne Reshef': 806, 'Tibi Ahmad': 0, 'Tal David': 0, 'Yahalom Shaul': 0, 'Melchior Michael': 292, 'Sneh Ephraim': 37, 'Sa`ar Gideon': 286, 'Porush Meir': 50, 'Kara Ayoob': 6, 'Sharon Omri': 168}",Chayne Reshef,Male,806,16_ptv_71627.json,
275,11/30/2005,16,18,0,4142,0,"['Bar-On Ronnie', 'Eldad Arieh', 'Benlolo Daniel', 'Brison Ronny A.', 'Gorlovsky Michael', 'Hendel Zvi', 'Vilan Avshalom', 'Zeev Nissim', 'Chayne Reshef', 'Tibi Ahmad', 'Tal David', 'Yahalom Shaul', 'Melchior Michael', 'Sneh Ephraim', 'Sa`ar Gideon', 'Porush Meir', 'Kara Ayoob', 'Sharon Omri']","{'Bar-On Ronnie': 1565, 'Eldad Arieh': 382, 'Benlolo Daniel': 15, 'Brison Ronny A.': 0, 'Gorlovsky Michael': 6, 'Hendel Zvi': 304, 'Vilan Avshalom': 30, 'Zeev Nissim': 195, 'Chayne Reshef': 806, 'Tibi Ahmad': 0, 'Tal David': 0, 'Yahalom Shaul': 0, 'Melchior Michael': 292, 'Sneh Ephraim': 37, 'Sa`ar Gideon': 286, 'Porush Meir': 50, 'Kara Ayoob': 6, 'Sharon Omri': 168}",Tibi Ahmad,Male,0,16_ptv_71627.json,
275,11/30/2005,16,18,0,4142,0,"['Bar-On Ronnie', 'Eldad Arieh', 'Benlolo Daniel', 'Brison Ronny A.', 'Gorlovsky Michael', 'Hendel Zvi', 'Vilan Avshalom', 'Zeev Nissim', 'Chayne Reshef', 'Tibi Ahmad', 'Tal David', 'Yahalom Shaul', 'Melchior Michael', 'Sneh Ephraim', 'Sa`ar Gideon', 'Porush Meir', 'Kara Ayoob', 'Sharon Omri']","{'Bar-On Ronnie': 1565, 'Eldad Arieh': 382, 'Benlolo Daniel': 15, 'Brison Ronny A.': 0, 'Gorlovsky Michael': 6, 'Hendel Zvi': 304, 'Vilan Avshalom': 30, 'Zeev Nissim': 195, 'Chayne Reshef': 806, 'Tibi Ahmad': 0, 'Tal David': 0, 'Yahalom Shaul': 0, 'Melchior Michael': 292, 'Sneh Ephraim': 37, 'Sa`ar Gideon': 286, 'Porush Meir': 50, 'Kara Ayoob': 6, 'Sharon Omri': 168}",Tal David,Male,0,16_ptv_71627.json,
275,11/30/2005,16,18,0,4142,0,"['Bar-On Ronnie', 'Eldad Arieh', 'Benlolo Daniel', 'Brison Ronny A.', 'Gorlovsky Michael', 'Hendel Zvi', 'Vilan Avshalom', 'Zeev Nissim', 'Chayne Reshef', 'Tibi Ahmad', 'Tal David', 'Yahalom Shaul', 'Melchior Michael', 'Sneh Ephraim', 'Sa`ar Gideon', 'Porush Meir', 'Kara Ayoob', 'Sharon Omri']","{'Bar-On Ronnie': 1565, 'Eldad Arieh': 382, 'Benlolo Daniel': 15, 'Brison Ronny A.': 0, 'Gorlovsky Michael': 6, 'Hendel Zvi': 304, 'Vilan Avshalom': 30, 'Zeev Nissim': 195, 'Chayne Reshef': 806, 'Tibi Ahmad': 0, 'Tal David': 0, 'Yahalom Shaul': 0, 'Melchior Michael': 292, 'Sneh Ephraim': 37, 'Sa`ar Gideon': 286, 'Porush Meir': 50, 'Kara Ayoob': 6, 'Sharon Omri': 168}",Yahalom Shaul,Male,0,16_ptv_71627.json,
275,11/30/2005,16,18,0,4142,0,"['Bar-On Ronnie', 'Eldad Arieh', 'Benlolo Daniel', 'Brison Ronny A.', 'Gorlovsky Michael', 'Hendel Zvi', 'Vilan Avshalom', 'Zeev Nissim', 'Chayne Reshef', 'Tibi Ahmad', 'Tal David', 'Yahalom Shaul', 'Melchior Michael', 'Sneh Ephraim', 'Sa`ar Gideon', 'Porush Meir', 'Kara Ayoob', 'Sharon Omri']","{'Bar-On Ronnie': 1565, 'Eldad Arieh': 382, 'Benlolo Daniel': 15, 'Brison Ronny A.': 0, 'Gorlovsky Michael': 6, 'Hendel Zvi': 304, 'Vilan Avshalom': 30, 'Zeev Nissim': 195, 'Chayne Reshef': 806, 'Tibi Ahmad': 0, 'Tal David': 0, 'Yahalom Shaul': 0, 'Melchior Michael': 292, 'Sneh Ephraim': 37, 'Sa`ar Gideon': 286, 'Porush Meir': 50, 'Kara Ayoob': 6, 'Sharon Omri': 168}",Melchior Michael,Male,292,16_ptv_71627.json,
275,11/30/2005,16,18,0,4142,0,"['Bar-On Ronnie', 'Eldad Arieh', 'Benlolo Daniel', 'Brison Ronny A.', 'Gorlovsky Michael', 'Hendel Zvi', 'Vilan Avshalom', 'Zeev Nissim', 'Chayne Reshef', 'Tibi Ahmad', 'Tal David', 'Yahalom Shaul', 'Melchior Michael', 'Sneh Ephraim', 'Sa`ar Gideon', 'Porush Meir', 'Kara Ayoob', 'Sharon Omri']","{'Bar-On Ronnie': 1565, 'Eldad Arieh': 382, 'Benlolo Daniel': 15, 'Brison Ronny A.': 0, 'Gorlovsky Michael': 6, 'Hendel Zvi': 304, 'Vilan Avshalom': 30, 'Zeev Nissim': 195, 'Chayne Reshef': 806, 'Tibi Ahmad': 0, 'Tal David': 0, 'Yahalom Shaul': 0, 'Melchior Michael': 292, 'Sneh Ephraim': 37, 'Sa`ar Gideon': 286, 'Porush Meir': 50, 'Kara Ayoob': 6, 'Sharon Omri': 168}",Sneh Ephraim,Male,37,16_ptv_71627.json,
275,11/30/2005,16,18,0,4142,0,"['Bar-On Ronnie', 'Eldad Arieh', 'Benlolo Daniel', 'Brison Ronny A.', 'Gorlovsky Michael', 'Hendel Zvi', 'Vilan Avshalom', 'Zeev Nissim', 'Chayne Reshef', 'Tibi Ahmad', 'Tal David', 'Yahalom Shaul', 'Melchior Michael', 'Sneh Ephraim', 'Sa`ar Gideon', 'Porush Meir', 'Kara Ayoob', 'Sharon Omri']","{'Bar-On Ronnie': 1565, 'Eldad Arieh': 382, 'Benlolo Daniel': 15, 'Brison Ronny A.': 0, 'Gorlovsky Michael': 6, 'Hendel Zvi': 304, 'Vilan Avshalom': 30, 'Zeev Nissim': 195, 'Chayne Reshef': 806, 'Tibi Ahmad': 0, 'Tal David': 0, 'Yahalom Shaul': 0, 'Melchior Michael': 292, 'Sneh Ephraim': 37, 'Sa`ar Gideon': 286, 'Porush Meir': 50, 'Kara Ayoob': 6, 'Sharon Omri': 168}",Sa`ar Gideon,Male,286,16_ptv_71627.json,
275,11/30/2005,16,18,0,4142,0,"['Bar-On Ronnie', 'Eldad Arieh', 'Benlolo Daniel', 'Brison Ronny A.', 'Gorlovsky Michael', 'Hendel Zvi', 'Vilan Avshalom', 'Zeev Nissim', 'Chayne Reshef', 'Tibi Ahmad', 'Tal David', 'Yahalom Shaul', 'Melchior Michael', 'Sneh Ephraim', 'Sa`ar Gideon', 'Porush Meir', 'Kara Ayoob', 'Sharon Omri']","{'Bar-On Ronnie': 1565, 'Eldad Arieh': 382, 'Benlolo Daniel': 15, 'Brison Ronny A.': 0, 'Gorlovsky Michael': 6, 'Hendel Zvi': 304, 'Vilan Avshalom': 30, 'Zeev Nissim': 195, 'Chayne Reshef': 806, 'Tibi Ahmad': 0, 'Tal David': 0, 'Yahalom Shaul': 0, 'Melchior Michael': 292, 'Sneh Ephraim': 37, 'Sa`ar Gideon': 286, 'Porush Meir': 50, 'Kara Ayoob': 6, 'Sharon Omri': 168}",Porush Meir,Male,50,16_ptv_71627.json,
275,11/30/2005,16,18,0,4142,0,"['Bar-On Ronnie', 'Eldad Arieh', 'Benlolo Daniel', 'Brison Ronny A.', 'Gorlovsky Michael', 'Hendel Zvi', 'Vilan Avshalom', 'Zeev Nissim', 'Chayne Reshef', 'Tibi Ahmad', 'Tal David', 'Yahalom Shaul', 'Melchior Michael', 'Sneh Ephraim', 'Sa`ar Gideon', 'Porush Meir', 'Kara Ayoob', 'Sharon Omri']","{'Bar-On Ronnie': 1565, 'Eldad Arieh': 382, 'Benlolo Daniel': 15, 'Brison Ronny A.': 0, 'Gorlovsky Michael': 6, 'Hendel Zvi': 304, 'Vilan Avshalom': 30, 'Zeev Nissim': 195, 'Chayne Reshef': 806, 'Tibi Ahmad': 0, 'Tal David': 0, 'Yahalom Shaul': 0, 'Melchior Michael': 292, 'Sneh Ephraim': 37, 'Sa`ar Gideon': 286, 'Porush Meir': 50, 'Kara Ayoob': 6, 'Sharon Omri': 168}",Kara Ayoob,Male,6,16_ptv_71627.json,
275,11/30/2005,16,18,0,4142,0,"['Bar-On Ronnie', 'Eldad Arieh', 'Benlolo Daniel', 'Brison Ronny A.', 'Gorlovsky Michael', 'Hendel Zvi', 'Vilan Avshalom', 'Zeev Nissim', 'Chayne Reshef', 'Tibi Ahmad', 'Tal David', 'Yahalom Shaul', 'Melchior Michael', 'Sneh Ephraim', 'Sa`ar Gideon', 'Porush Meir', 'Kara Ayoob', 'Sharon Omri']","{'Bar-On Ronnie': 1565, 'Eldad Arieh': 382, 'Benlolo Daniel': 15, 'Brison Ronny A.': 0, 'Gorlovsky Michael': 6, 'Hendel Zvi': 304, 'Vilan Avshalom': 30, 'Zeev Nissim': 195, 'Chayne Reshef': 806, 'Tibi Ahmad': 0, 'Tal David': 0, 'Yahalom Shaul': 0, 'Melchior Michael': 292, 'Sneh Ephraim': 37, 'Sa`ar Gideon': 286, 'Porush Meir': 50, 'Kara Ayoob': 6, 'Sharon Omri': 168}",Sharon Omri,Male,168,16_ptv_71627.json,
276,12/5/2005,16,14,1,2827,10,"['Avital Colette', 'Benlolo Daniel', 'Brison Ronny A.', 'Zeev Nissim', 'Chayne Reshef', 'Tibi Ahmad', 'Tarif Saleh', 'Yatom Dani', 'Cabel Eitan', 'Cohen Yitzhak', 'Cohen Ran', 'Sneh Ephraim', 'Sa`ar Gideon', 'Porush Meir', 'Kara Ayoob']","{'Avital Colette': 10, 'Benlolo Daniel': 0, 'Brison Ronny A.': 4, 'Zeev Nissim': 336, 'Chayne Reshef': 486, 'Tibi Ahmad': 171, 'Tarif Saleh': 603, 'Yatom Dani': 242, 'Cabel Eitan': 105, 'Cohen Yitzhak': 0, 'Cohen Ran': 4, 'Sneh Ephraim': 51, 'Sa`ar Gideon': 684, 'Porush Meir': 0, 'Kara Ayoob': 141}",Avital Colette,Female,10,16_ptv_71650.json,
276,12/5/2005,16,14,1,2827,10,"['Avital Colette', 'Benlolo Daniel', 'Brison Ronny A.', 'Zeev Nissim', 'Chayne Reshef', 'Tibi Ahmad', 'Tarif Saleh', 'Yatom Dani', 'Cabel Eitan', 'Cohen Yitzhak', 'Cohen Ran', 'Sneh Ephraim', 'Sa`ar Gideon', 'Porush Meir', 'Kara Ayoob']","{'Avital Colette': 10, 'Benlolo Daniel': 0, 'Brison Ronny A.': 4, 'Zeev Nissim': 336, 'Chayne Reshef': 486, 'Tibi Ahmad': 171, 'Tarif Saleh': 603, 'Yatom Dani': 242, 'Cabel Eitan': 105, 'Cohen Yitzhak': 0, 'Cohen Ran': 4, 'Sneh Ephraim': 51, 'Sa`ar Gideon': 684, 'Porush Meir': 0, 'Kara Ayoob': 141}",Benlolo Daniel,Male,0,16_ptv_71650.json,
276,12/5/2005,16,14,1,2827,10,"['Avital Colette', 'Benlolo Daniel', 'Brison Ronny A.', 'Zeev Nissim', 'Chayne Reshef', 'Tibi Ahmad', 'Tarif Saleh', 'Yatom Dani', 'Cabel Eitan', 'Cohen Yitzhak', 'Cohen Ran', 'Sneh Ephraim', 'Sa`ar Gideon', 'Porush Meir', 'Kara Ayoob']","{'Avital Colette': 10, 'Benlolo Daniel': 0, 'Brison Ronny A.': 4, 'Zeev Nissim': 336, 'Chayne Reshef': 486, 'Tibi Ahmad': 171, 'Tarif Saleh': 603, 'Yatom Dani': 242, 'Cabel Eitan': 105, 'Cohen Yitzhak': 0, 'Cohen Ran': 4, 'Sneh Ephraim': 51, 'Sa`ar Gideon': 684, 'Porush Meir': 0, 'Kara Ayoob': 141}",Brison Ronny A.,Male,4,16_ptv_71650.json,
276,12/5/2005,16,14,1,2827,10,"['Avital Colette', 'Benlolo Daniel', 'Brison Ronny A.', 'Zeev Nissim', 'Chayne Reshef', 'Tibi Ahmad', 'Tarif Saleh', 'Yatom Dani', 'Cabel Eitan', 'Cohen Yitzhak', 'Cohen Ran', 'Sneh Ephraim', 'Sa`ar Gideon', 'Porush Meir', 'Kara Ayoob']","{'Avital Colette': 10, 'Benlolo Daniel': 0, 'Brison Ronny A.': 4, 'Zeev Nissim': 336, 'Chayne Reshef': 486, 'Tibi Ahmad': 171, 'Tarif Saleh': 603, 'Yatom Dani': 242, 'Cabel Eitan': 105, 'Cohen Yitzhak': 0, 'Cohen Ran': 4, 'Sneh Ephraim': 51, 'Sa`ar Gideon': 684, 'Porush Meir': 0, 'Kara Ayoob': 141}",Zeev Nissim,Male,336,16_ptv_71650.json,
276,12/5/2005,16,14,1,2827,10,"['Avital Colette', 'Benlolo Daniel', 'Brison Ronny A.', 'Zeev Nissim', 'Chayne Reshef', 'Tibi Ahmad', 'Tarif Saleh', 'Yatom Dani', 'Cabel Eitan', 'Cohen Yitzhak', 'Cohen Ran', 'Sneh Ephraim', 'Sa`ar Gideon', 'Porush Meir', 'Kara Ayoob']","{'Avital Colette': 10, 'Benlolo Daniel': 0, 'Brison Ronny A.': 4, 'Zeev Nissim': 336, 'Chayne Reshef': 486, 'Tibi Ahmad': 171, 'Tarif Saleh': 603, 'Yatom Dani': 242, 'Cabel Eitan': 105, 'Cohen Yitzhak': 0, 'Cohen Ran': 4, 'Sneh Ephraim': 51, 'Sa`ar Gideon': 684, 'Porush Meir': 0, 'Kara Ayoob': 141}",Chayne Reshef,Male,486,16_ptv_71650.json,
276,12/5/2005,16,14,1,2827,10,"['Avital Colette', 'Benlolo Daniel', 'Brison Ronny A.', 'Zeev Nissim', 'Chayne Reshef', 'Tibi Ahmad', 'Tarif Saleh', 'Yatom Dani', 'Cabel Eitan', 'Cohen Yitzhak', 'Cohen Ran', 'Sneh Ephraim', 'Sa`ar Gideon', 'Porush Meir', 'Kara Ayoob']","{'Avital Colette': 10, 'Benlolo Daniel': 0, 'Brison Ronny A.': 4, 'Zeev Nissim': 336, 'Chayne Reshef': 486, 'Tibi Ahmad': 171, 'Tarif Saleh': 603, 'Yatom Dani': 242, 'Cabel Eitan': 105, 'Cohen Yitzhak': 0, 'Cohen Ran': 4, 'Sneh Ephraim': 51, 'Sa`ar Gideon': 684, 'Porush Meir': 0, 'Kara Ayoob': 141}",Tibi Ahmad,Male,171,16_ptv_71650.json,
276,12/5/2005,16,14,1,2827,10,"['Avital Colette', 'Benlolo Daniel', 'Brison Ronny A.', 'Zeev Nissim', 'Chayne Reshef', 'Tibi Ahmad', 'Tarif Saleh', 'Yatom Dani', 'Cabel Eitan', 'Cohen Yitzhak', 'Cohen Ran', 'Sneh Ephraim', 'Sa`ar Gideon', 'Porush Meir', 'Kara Ayoob']","{'Avital Colette': 10, 'Benlolo Daniel': 0, 'Brison Ronny A.': 4, 'Zeev Nissim': 336, 'Chayne Reshef': 486, 'Tibi Ahmad': 171, 'Tarif Saleh': 603, 'Yatom Dani': 242, 'Cabel Eitan': 105, 'Cohen Yitzhak': 0, 'Cohen Ran': 4, 'Sneh Ephraim': 51, 'Sa`ar Gideon': 684, 'Porush Meir': 0, 'Kara Ayoob': 141}",Tarif Saleh,Male,603,16_ptv_71650.json,
